Category,Title,Text,Tags,Author
Smart-IoT,Save the Date! Am 20. Mai 2021 findet der nächste Smart IoT & Mobile Business Forum Day statt.,"Es ist wieder soweit. Die Vorbereitungen für unseren alljährlichen Smart IoT & Mobile Business Forum Day haben begonnen. Die Award-Gewinner im letzten Jahr waren Felfel in der Kategorie Smart IoT und Incloud in der Kategorie Mobile Business. Der nächste Event wird am ,20. Mai 2021 ,im, Empa Nest, stattfinden. ,Hier geht’s zum Save the Date!,Unser Smart IoT & Mobile Business Day ist dafür bekannt allen Teilnehmenden ein breites Rahmenprogramm mit spannenden Einblicken in die aktuellsten Themen und Technologien Rund um das Internet der Dinge (IoT) und mobile Geschäftsanwendungen zu bieten.,Freuen Sie sich also auch im nächsten Jahr spannende Gespräche mit fortschrittlichen Denkern und digitalen Machern, die Innovationen in der Schweiz und weltweit vorantreiben, zu erleben. Wie bereits im letzten Jahr wird der Grossteil des Programms aus interaktiven Elementen bestehen. Nicht nur die Einreichungen werden von ihren Unternehmensvertretern in kleinen Gruppen vorgestellt und diskutiert; auch unsere Partner werden ihre neuen Technologien und Anwendungen in kleinen Gruppen vorstellen – und das zum Anfassen. Das Ziel dieser Workshops liegt darin einen grösseren Mehrwert für alle Teilnehmer zu schaffen und neue Technologien hautnah zu erleben.,Autor:,
						,Christian Marheine,Tags:,
							,Lehrstuhlnachrichten,, ,Mobile Business,, ,Smart-IoT","Lehrstuhlnachrichten,, ,Mobile Business,, ,Smart-IoT",Christian Marheine
Smart-IoT,Call for Papers: WuM Heft Themenschwerpunkt «Digitale Plattformen und Ökosysteme»,"Unser Lehrstuhl wirkt bei der Herausgabe der Zeitschrift «Wirtschaftsinformatik und Management» mit, welche im Frühjahr 2021 zum Schwerpunktthema «,Digitale Plattformen und Ökosysteme,» erscheint.,Digitale Plattformen sind in der Praxis hoch relevant und sind in den letzten Jahren auch zu einem beliebten Forschungsthema von Wissenschaftler/innen aus den Bereichen Betriebswirtschaft, Strategie, Marketing, Recht und Informatik geworden. Ausserdem bilden Plattformunternehmen wie Apple, Microsoft, Amazon und Alphabet mit einer Marktkapitalisierung von jeweils über einer Billion US-Dollar heute die wertvollsten Unternehmen der Welt. Die Machtverlagerung von klassischen Pipeline-Organisationen hin zu digitalen Plattformen zeigen die neue Realität der Plattform-Ökonomie. Hinzu kommt, dass neue Technologien – wie das Internet der Dinge (IoT), 5G, Blockchain, Cloud Services (AWS, Azure, Google Cloud), analytische Software, und Cybersecurity – die Art und Weise verändern, wie innovative Produkte und Dienstleistungen im den nächsten Jahren entwickelt, bereitgestellt und verwaltet werden. In unserer nächsten Ausgabe beleuchten wir daher wie sich diese neuen Technologien auf Plattformgeschäfte und die dahinterstehenden Ökosysteme auswirken. Wir definieren Plattformen daher sehr allgemein als eine technologische Basis, die es Teilnehmern ermöglicht, durch Daten, Innovationen und Transaktionen, Werte zu schaffen.,Geeignete Themen sind unter anderem (aber nicht beschränkt auf) die folgenden:,Falls Sie einen Beitrag zum Heft beitragen wollen, können Einreichungen in Form eines Abstracts (250 bis 500 Wörter) bei uns an ,christian.marheine@unisg.ch, eingereicht werden. ,Die Einreichungsfrist für das Abstract ist der 27. November 2020.,Autor:,
						,Christian Marheine,Tags:,
							,Digital,, ,Lehrstuhlnachrichten,, ,Smart-IoT","Digital,, ,Lehrstuhlnachrichten,, ,Smart-IoT",Christian Marheine
Smart-IoT,Ein Rückblick auf den Forum Day 2020: Smart IoT & Mobile Business,"Der diesjährige Forum Day wurde online über Zoom durchgeführt. Im Finale am 1. Sept. wurden 9 spannende Einreichungen präsentiert und ausgiebig mit der Jury diskutiert. Im Anschluss an die Präsentationen versammelte sich die Jury, um die zwei Award-Gewinner zu bestimmen, die anschliessend vor allen anderen Teilnehmern in der Online-Veranstaltung bekannt gegeben wurden. Der Gewinner in der Kategorie «Smart IoT» ist die FELFEL AG mit ihrem smarten Kühlschrank NAMAK für die verbesserte Bereitstellung frischer Mahlzeiten am Arbeitsplatz. In der Kategorie «Mobile Business» ging der Award an die Incloud Engineering GmbH mit ihrer mobilen Applikation StripScan für die verbesserte Diagnose von Teststreifen (z.B. Messen der Wasserqualität). Weitere Informationen erhalten Sie auf unserer Website: ,https://mbforum.iwi.unisg.ch/,.,Autor:,
						,Christian Marheine,Tags:,
							,Lehrstuhlnachrichten,, ,Mobile Business,, ,Smart-IoT","Lehrstuhlnachrichten,, ,Mobile Business,, ,Smart-IoT",Christian Marheine
Smart-IoT,High-Resolution Prototyp für das Gesundheitswesen,"In diesem Frühjahrssemester haben unsere Masterstudierenden in unserem Kurs zu «Smart IoT & Mobile Business» vier High-Resolution-App-Prototypen entwickelt. Die Projekte wurden in den Bereichen Gesundheitswesen, Landwirtschaft, Coaching und Sport durchgeführt. Zum Beispiel hat das Team in der Kategorie Gesundheitswesen eine Lösung namens «Physio Care» konzipiert. Die Lösung bringt den Menschen eine individuell zugeschnittene Physiotherapie nach Hause. Wie das funktionieren soll? Die Studierenden haben die gesamte Physiotherapie-User-Journey einiger Patienten beobachtet. Dabei haben sie viele Touchpoints identifiziert, die digitalisiert werden können und dadurch transparenter und effektiver gestaltet werden können. Für die Lösungsentwicklung wurden die 5 Prozessschritte des Design Thinking durchlaufen und regelmassig mit einem Supervisor unseres Lehrstuhls reflektiert. Der finale Prototyp ist eine Applikation, die sowohl von Physiotherapeuten vom PC aus für die Verwaltung von Patienten und Uploads neuer Übungsvideos genutzt werden kann, als auch von den Patienten als mobile App. Letztere zeigt den Patienten ihren Therapie-Fortschritt, ihre Vitaldaten, und ermöglicht ihnen Zugang zu Videomaterial für Übungen und eine professionelle Kommunikationsschnittstelle zu ihren Therapeuten. Die Studierenden würden die App als professionelle, geschlossene Plattform launchen, sodass nur Physiotherapeuten berechtigt sind ihren Patienten einen Zugriff auf die App zu gewähren und Übungsvideos hochzuladen. Auch haben die Studierenden den Business Value bestimmt und sogar eine Roadmap definiert.,Den Link für den Prototypen finden Sie hier: ,http://tiny.cc/PhysioPrototyp,Autor:,
						,Christian Marheine,Tags:,
							,Digital,, ,Lehrstuhlnachrichten,, ,Linktipps,, ,Mobile Business,, ,Praxisprojekt,, ,Smart-IoT","Digital,, ,Lehrstuhlnachrichten,, ,Linktipps,, ,Mobile Business,, ,Praxisprojekt,, ,Smart-IoT",Christian Marheine
Smart-IoT,Forum Day 2020 Updates,"Gute Neuigkeiten! Der ,Entscheid des BAG vom 27.05, erlaubt ab sofort Events mit bis zu 300 Leuten unter der Voraussetzung von Schutzkonzepten. Für unser Event am 1. September rechnen wir mit einer Teilnehmeranzahl von ca. 50 bis 70 Leuten. Somit kann unser Team nun mit der Feinplanung für den Forum Day 2020 beginnen. Freuen Sie sich also zusammen mit uns auf einen Tag voller spannender Lösungen und Technologien sowie Networking- und Austauschmöglichkeiten. Interessiert? Dann besorgen Sie sich gerne ,HIER, ,ein Ticket,. Alle Informationen zum Forum Day und dem Programm finden Sie auf unsere Website: ,https://mbforum.iwi.unisg.ch/,.,Autor:,
						,Christian Marheine,Tags:,
							,Lehrstuhlnachrichten,, ,Mobile Business,, ,Smart-IoT","Lehrstuhlnachrichten,, ,Mobile Business,, ,Smart-IoT",Christian Marheine
Smart-IoT,Bekanntgabe der nominierten Lösungen des Forum Day 2020,"Am 8. April 2020 hat unser Jurytag 2020 online über Zoom stattgefunden. Unsere erfahrene ,Jury, ,hat bei einer regen und sehr fundierten Diskussion die neun nominierten Lösungen bestimmt. Die nominierten Unternehmen für den Mobile Business Award sind: DEKRA, Incloud Engineering und Pelican. Für den Smart IoT Award wurden folgende Unternehmen nominiert: Avelon, Felfel, ISS, Karma, Live Track und Weidmüller. Eine kurze Übersicht über die Lösungen der nominierten Unternehmen finden Sie unter ,Programm,. Wir sind sehr gespannt die Nominierten bei ihren Pitches am Forum Day kennenzulernen. Basierend auf den Pitches der Nominierten werden die finalen Gewinner für jeweils den Smart IoT und Mobile Business Award direkt am Forum Day von unserer Jury vor Ort bestimmt.,Noch einmal zur Erinnerung: Das neue Datum für den Forum Day ist der ,1. September 2020,. Aktuelle Informationen finden Sie auf ,unserer Website,.,Autor:,
						,Christian Marheine,Tags:,
							,Digital,, ,Lehrstuhlnachrichten,, ,Mobile Business,, ,Smart-IoT","Digital,, ,Lehrstuhlnachrichten,, ,Mobile Business,, ,Smart-IoT",Christian Marheine
Smart-IoT,Die Jurierung der eingereichten Lösungen für den Forum Day 2020 ist abgeschlossen,"
,Auch für den Forum Day haben wir gute Neuigkeiten: er wird am, ,1. September 2020, ,im Empa Nest stattfinden. Genauere Informationen finden Sie auf, ,unserer Website,. Basierend auf den Pitches der Nominierten werden die finalen Gewinner für jeweils den Smart IoT und Mobile Business Award direkt am Forum Day von unserer Jury vor Ort bestimmt.,
 Am 8. April 2020 hat unser Jurytag 2020 online über Zoom stattgefunden. Unsere erfahrene, ,Jury, ,hat bei einer regen und sehr fundierten Diskussion die nominierten Lösungen bestimmt. Insgesamt gab es 16 Einreichungen. Besonderer Fokus lag bei der Jurierung auf dem Business Value der jeweiligen Lösungen. Im nächsten Mai-Newsletter werden Sie die Auflistung der Nominierten jeweils aus dem IoT und Mobile Business Bereich erfahren.  Wir sind sehr gespannt die Nominierten bei ihren Pitches am Forum Day kennenzulernen. Individuelles Feedback unserer Jury bekommen die Nominierten und Nicht-Nominierten persönlich per Mail zugeschickt. Wir bedanken uns ganz herzlich bei unserer engagierten Jury und freuen uns alle persönlich am Forum Day zu sehen.,Auch für den Forum Day haben wir gute Neuigkeiten: er wird am, ,1. September 2020, ,im Empa Nest stattfinden. Genauere Informationen finden Sie auf, ,unserer Website,. Basierend auf den Pitches der Nominierten werden die finalen Gewinner für jeweils den Smart IoT und Mobile Business Award direkt am Forum Day von unserer Jury vor Ort bestimmt.,Autor:,
						,Lena-Marie Paetzmann,Tags:,
							,Lehrstuhlnachrichten,, ,Mobile Business,, ,Smart-IoT","Auch für den Forum Day haben wir gute Neuigkeiten: er wird am, ,1. September 2020, ,im Empa Nest stattfinden. Genauere Informationen finden Sie auf, ,unserer Website,. Basierend auf den Pitches der Nominierten werden die finalen Gewinner für jeweils den Smart IoT und Mobile Business Award direkt am Forum Day von unserer Jury vor Ort bestimmt.,Tags:,
							,Lehrstuhlnachrichten,, ,Mobile Business,, ,Smart-IoT",Lena-Marie Paetzmann
Smart-IoT,Forum Day und Jurytag sind auf unbestimmte Zeit verschoben,"Die aktuellen Entwicklungen rund um das neuartige Coronavirus sind außergewöhnlich und betreffen uns alle.,Daher haben wir uns dazu entschieden sowohl den Jurytag (3.4) als auch den Forum Day (14.5) zu verschieben. Da es aktuell nicht absehbar ist, wie lange diese aussergewöhnliche Situation andauern wird, werden wir keine konkreten Ausweichtermine nennen. Sobald die Situation wieder planbarer wird, werden wir mögliche Termine an Sie kommunizieren.,Wir hoffen, dass wir alle gesund und munter bleiben und uns vorbildlich verhalten, sodass die Ausbreitung des Virus möglichst stark verlangsamt wird.,Für Fragen oder Anregungen steht Christian Marheine Ihnen gerne zur Verfügung (,christian.marheine@unisg.ch,).,Autor:,
						,Christian Marheine,Tags:,
							,Lehrstuhlnachrichten,, ,Mobile Business,, ,Smart-IoT","Lehrstuhlnachrichten,, ,Mobile Business,, ,Smart-IoT",Christian Marheine
Smart-IoT,Noch bis zum 3. März Ihre Lösung einreichen und den Smart IoT oder Mobile Business Award 2020 gewinnen,"Das Institut für Wirtschaftsinformatik der Universität St.Gallen verleiht am ,14. Mai 2020 ,die, Smart IoT & Mobile Business Best Practice Awards, im ,NEST, im Raum Zürich. Ausgezeichnet werden softwarebasierte Anwendungen, die auch ihren hohen «Business Value» aufzeigen können und somit Geschäftsprozesse verbessern und/oder neue Geschäftsmodelle ermöglichen. Diesen Sommer erhielten Midor und Phonak/Sonova die Awards – einen Rückblick auf alle Award-Gewinner seit 2014 findet sich ,hier,.,Reichen Sie jetzt Ihre Smart IoT oder Mobile Business Lösung ein und erhalten Sie automatisch ein Gratisticket für den Forum Day 2020!, ,Hier geht es zum Einreichungsformular!, Die Einreichungsfrist ist ,Di 3. März 2020,. Möchten Sie als Besucher an dem Forum Day 2020 teilnehmen? Dann melden Sie sich ,hier ,an.,Alle eingereichten Unternehmenslösungen werden von unserer hochkarätigen ,Jury ,bewertet. Dabei bestimmt die Jury die für die Awards nominierten Unternehmen, die am Forum Day 2020 Ihre Lösungen im bewährten Innovation-Speeddating-Format vorstellen dürfen. Im Fokus steht der Business Value der nominierten Lösungen und der aktive, offene Austausch zwischen Experten aus der Praxis und der Forschung. Die Award-Gewinner werden dann am 14. Mai im NEST von der Jury bestimmt.,Wir freuen uns auf Ihre Smart IoT & Mobile Business Einreichungen und einen spannenden Austausch am Forum Day 2020!,Alle Informationen zum Forum Day 2020 finden Sie auf unserer ,Webseite,. Bei Fragen können Sie sich auch gerne direkt an den Projektleiter ,Christian Marheine, wenden.,Autor:,
						,Christian Marheine,Tags:,
							,Digital,, ,Lehrstuhlnachrichten,, ,Mobile Business,, ,Smart-IoT","Digital,, ,Lehrstuhlnachrichten,, ,Mobile Business,, ,Smart-IoT",Christian Marheine
Smart-IoT,Aufruf zu Einreichungen bis 3.3.2020 für die Smart IoT und Mobile Business Best Practice Awards,"Am ,14. Mai 2020, findet wieder der ,Forum Day: Smart IoT und Mobile Business, statt. Das EMPA-Nest-Gebäude im Raum Zürich bietet Platz für rund 100 Teilnehmerinnen und Teilnehmer. Im Fokus stehen die innovativen Applikationen, die eingereicht wurden, und der aktive Austausch zwischen Experten aus Anwendungsunternehmen, Dienstleistungsunternehmen, Forschungsinstituten und den Studierenden. Vor allem werden am Forum Day die Smart IoT und Mobile Business Best Practice Awards verliehen. Diesen Sommer erhielten Midor und Phonak/Sonova die Awards – einen Rückblick auf alle Award-Gewinner seit 2014 findet sich ,hier,. ,Die Einreichungsphase für nächstes Jahr beginnt jetzt, mit einer ,Einreichungsfrist bis Di 3. März 2020,. Merken Sie sich bereits heute vor, Ihre IoT- oder Ihre Mobile-Business-Lösung entweder direkt als Anwenderunternehmen oder zusammen mit Ihrem Entwicklungspartner, oder auch als Anbieter direkt einzureichen. Ausgezeichnet werden softwarebasierte Anwendungen, die auch ihren hohen «Business Value» aufzeigen können. Zu unserer hochkarätigen ,Jury aus Praxis und Forschung, ,sind weitere Mitglieder hinzugekommen. Diese wählen die für die Awards nominierten Unternehmenslösungen aus, die am Forum Day 2020 Ihre Lösungen im bewährten Innovation-Speeddating-Format vorstellen. Anhand dieser Präsentationen werden dann die Gewinner für den IoT-Award und den Mobile Business Award bestimmt. Alle Informationen finden Sie auf ,unserer Website.,Direkt zum Einreichungsformular gelangen Sie ,hier.,Bei Fragen wenden Sie sich gerne an den Projektleiter ,Christian Marheine. ,Wir freuen uns auf die Einreichungen und einen bereichernden Austausch zu aktuellen IoT-Lösungen und Mobile Business Solutions!,Prof. Dr. Andrea Back und Christian Marheine, Institut für Wirtschaftsinformatik an der Uni St.Gallen – IWI-HSG,Autor:,
						,Prof. Dr. Andrea Back,Tags:,
							,Digital,, ,Lehrstuhlnachrichten,, ,Mobile Business,, ,Smart-IoT","Digital,, ,Lehrstuhlnachrichten,, ,Mobile Business,, ,Smart-IoT",Prof. Dr. Andrea Back
Smart-IoT,Innovation durch den Einsatz von Enterprise IoT-Lösungen: Ein Modell zur Bestimmung des Innovationspotenzials,"Bei dem Thema Internet der Dinge (engl. Internet of things (IoT)) geht es um die Vernetzung von Dingen, Systemen und Menschen über das Internet. Einige Experten vertreten die Meinung, dass das IoT – ähnlich wie Smartphones und mobile Anwendungen in den vergangenen 10 Jahren – der wesentliche Treiber für eine ähnlich grosse oder sogar grössere Innovationswelle sein wird. In unserem neuesten ,Artikel,, der bereits online in der HMD Praxis der Wirtschaftsinformatik erschienen ist, erarbeiten wir ein Framework mit dem Unternehmen das Innovationspotenzial Ihrer IoT-Anwendungen bewerten können – eine Art Reifegradmodell für IoT-Anwendungen.,Hier kommen Sie zum Artikel. ,Autor:,
						,Christian Marheine,Tags:,
							,Lehrstuhlnachrichten,, ,Publikation,, ,Smart-IoT","Lehrstuhlnachrichten,, ,Publikation,, ,Smart-IoT",Christian Marheine
Smart-IoT,Save the Date! Am 14. Mai 2020 findet der nächste Smart IoT & Mobile Business Forum Day statt.,"Es ist wieder soweit. Die Vorbereitungen für unseren alljährlichen Smart IoT & Mobile Business Forum Day haben begonnen. Die Award-Gewinner im letzten Jahr waren Midor in der Kategorie Smart IoT und Phonak/ Sonova in der Kategorie Mobile Business. Der nächste Event wird am ,14. Mai 2020 ,im, Empa Nest, stattfinden. ,Hier geht’s zum Save the Date!,Unser Smart IoT & Mobile Business Day ist dafür bekannt allen Teilnehmern ein breites Rahmenprogramm mit spannenden Einblicken in die aktuellsten Themen und Technologien Rund um das Internet der Dinge (IoT) und mobile Geschäftsanwendungen zu bieten.,Freuen Sie sich also auch im nächsten Jahr spannende Gespräche mit fortschrittlichen Denkern und digitalen Machern, die Innovationen in der Schweiz und weltweit vorantreiben, zu erleben. Wie bereits im letzten Jahr wird der Grossteil des Programms aus interaktiven Elementen bestehen. Nicht nur die Einreichungen werden von ihren Unternehmensvertretern in kleinen Gruppen vorgestellt und diskutiert; auch unsere Partner werden ihre neuen Technologien und Anwendungen in kleinen Gruppen vorstellen – und das zum Anfassen. Das Ziel dieser Workshops liegt darin einen grösseren Mehrwert für alle Teilnehmer zu schaffen und neue Technologien hautnah zu erleben.,Autor:,
						,Christian Marheine,Tags:,
							,Digital,, ,Lehrstuhlnachrichten,, ,Mobile Business,, ,Smart-IoT","Digital,, ,Lehrstuhlnachrichten,, ,Mobile Business,, ,Smart-IoT",Christian Marheine
Smart-IoT,Forum Day: Rückblick auf den «Smart IoT & Mobile Business Award»,"Fazit. ,Der Forum Day 2019 war ein spannendes, interaktives Event bei der Forschung und Praxis zusammenkamen und sich austauschten. Im Mittelpunkt standen die Lösungen der Unternehmen, die es auf die Shortlist geschafft hatten und somit für einen Award nominiert waren. Durch die vorgestellten Projekte konnten alle Teilnehmer Ihren Horizont auf mobile sowie IoT Lösungen erweitern. Ein zentrales Thema war die Datenverarbeitung und die daraus resultierenden Effizienzsteigerungen mit Hilfe verschiedener Lösungen. Projekte, die mit Hilfe von Daten neue, innovative Geschäftsmodelle präsentierten, waren eher selten. Das zeigt, dass Datenverarbeitung heute zum Grossteil dafür genutzt wird Prozesse zu optimieren und nicht das Rad neu zu erfinden.,Die Eröffnung. ,Am 6. Juni 2019 haben wir vom Institut für Wirtschaftsinformatik der Universität St. Gallen den Smart IoT und Mobile Business Award verliehen. Der «Forum Day» fand bei unserem Partner und Gastgeber Namics – A Merkle Company statt. Die für dieses Event zur Verfügung gestellte Location kam bei allen Teilnehmern sehr gut an. Nach einer kurzen Eröffnungsrede von Dr. Roman Zollet (Namics), haben Prof. Dr. Andrea Back und Christian Marheine das Programm für den diesjährigen Forum Day präsentiert. Von den 20 Einreichungen, die wir dieses Jahr erhielten, waren 9 für die beiden Awards nominiert (Shortlist). Darunter waren 5 Einreichungen für den Mobile Business Award nominiert und 4 Einreichungen für den Smart IoT Award.,Speedpitching. ,Im ersten Programmpunkt hatten alle 9 nominierten Unternehmen die Möglichkeit ihre Lösungen in 2-minütigen Pitches dem Publikum mündlich vorzustellen. Zu den nominierten Unternehmen der Award Kategorie “Mobile Business” gehörten: JLS Digital, SWICA, Phonak, SBB und SwissRe. Zu den nominierten Unternehmen der Award Kategorie “Smart IoT” gehörten ABB, Bundesamt für Umwelt BAFU, Intuity und Midor.,Speeddating Runde 1: Mobile Business Lösungen. ,Im zweiten Programmpunkt durften die 5 Mobile Business Lösungen an eigenen Stehtischen von den jeweiligen Unternehmensvertretern präsentiert werden. Es gab drei jeweils 20-minütige Zeitslots, so dass sich die übrigen Shortlist-Projekte sowie weitere Teilnehmende des Forum Tages die für sie spannendsten Lösungen anschauen und Fragen dazu stellen konnten. Auf diese Weise kam es zu interessanten Diskussionen. Schnell wurde deutlich, dass unterschiedlichen Zuhöhrergruppen unterschiedliche Fragen zu den Shortlist-Projekten stellten. Somit erhielten die Einreicher wertvolles Feedback.,Speeddating Runde 2: Die Smart IoT Lösungen. ,In der zweiten Speeddatingrunde wurden die 4 Smart IoT Lösungen präsentiert. Das Format war das Gleiche wie in Runde 1.,Tischpräsentation der Partner: Hivemind & Swisscom. ,Hievemind präsentierte seine IoT Plattform. Swisscom präsentierte seine Rolle als Enabler in einem IoT Ökosystem, dass aus verschiedensten Parteien besteht, die es alle benötigt, um einen IoT Use Case End-to-End umzusetzen. Zu diesen Parteien gehören die Sensor- und Geräteanbieter, die Connectivity-Anbieter, die Plattformanbieter, die Lösungsanbieter und die Data Analytics Anbieter.,Verleihung der beiden Awards. ,Am Nachmittag wurden dann der Smart IoT Award an Midor und der Mobile Business Award an Phonak von Prof. Dr. Andrea Back verliehen. Die Award Gewinner wurden von der Jury bestimmt. Die Jury bestand aus:,Abschlusskeynote aus der Forschung. ,Der Forum Day wurde durch einen Abschlussvortrag des Lehrstuhls über aktuelle Themen aus der Forschung abgerundet. Die Themen waren Innovationskultur, IoT Plattformen und IoT Innovationsstufen.,Ausblick 2020. , Für 2020 ist bereits einiges in der Planung. Ein genaues Datum für das zukünftige Event steht auch schon: ,Donnerstag, der 14. Mai 2020. ,Der Forum Day wird voraussichtlich in dem ,Empa Nest ,stattfinden., ,Autor:,
						,Christian Marheine,Tags:,
							,Agile Innovation,, ,Lehrstuhlnachrichten,, ,Mobile Business,, ,Praxisprojekt,, ,Smart-IoT","Agile Innovation,, ,Lehrstuhlnachrichten,, ,Mobile Business,, ,Praxisprojekt,, ,Smart-IoT",Christian Marheine
Smart-IoT,Living Packets: Die Revolution im E-Commerce,"Der Versand von Paketen ist in der Regel teuer, unangenehm und/oder langsam. Das französische Startup LivingPackets bietet jetzt jedoch eine intelligente Alternative zu internationalen Kurieren und Postdiensten – und sagt dem Verpackungsmüll den Kampf an.,LivingPackets ist ein Crowdshipping-Service, der die besten Funktionen eines traditionellen Kuriers mit der Sharing Economy und der neuesten IoT-Technologie kombiniert. Der Kunde gibt den zu versendenden Artikel an einem lokalen Abholpunkt ab und verschliesst diesen in einer der intelligenten Verpackungslösungen des Unternehmens (bekannt als LivingPacket). Diese Pakete sind stabile Boxen, die über 1000 Versandwege überstehen sollen. Zudem beinhalten sie verschiedene Sensoren, die nicht nur den aktuellen Standort des Pakets tracken können, sondern auch Erschütterungen oder Feuchtigkeit im Paket messen, um später besser nachvollziehen zu können, was passiert ist, wenn ein Paket beschädigt wurde. Dann holt ein Reisender, der bereits unterwegs ist – zum Beispiel von London nach Paris – den Artikel ab und gibt ihn an einem anderen Abholort in der Zielstadt ab. Finanzielle Anreize werden sowohl für Reisende als auch für “Wächter” angeboten als auch Geschäften, die damit einverstanden sind, als Abhol- und Sammelstellen ausgewiesen zu werden.,Autor:,
						,Arne Grüttner,Tags:,
							,Mobile Business,, ,Smart-IoT","Mobile Business,, ,Smart-IoT",Arne Grüttner
Smart-IoT,Smart IoT & Mobile Business Awards 2019: Zeit zum Einreichen bis 15. April,"Die reguläre Frist für die Einreichung von Bewerbungen für den Smart IoT und den Mobile Business Award 2019 rückt näher. Noch bis zum 15. April können Unternehmen oder Dienstleister mit Kundenprojekten, bei denen sich der Einsatz von IoT-, Smart-IoT- oder Mobile Solutions Geschäftsprozesse verbessert oder transformiert hat, ihre Bewerbungsunterlagen ,hier, hochladen. Bitte ,melden Sie sich per Mail beim Award-Team,, sollten Sie eine Verlängerung von wenigen Tagen benötigen. Die bis zu 10 besten Bewerber dürfen ihre Lösung an unserem Forum Day bei unserem Location Host Namics – A Merkle Company, St. Gallen, (geplant ist Do 6. Juni) präsentieren und zwei Unternehmen werden mit den beiden Awards prämiert.,Auf eine hochkarätige Besetzung freuen wir uns dabei nicht nur unter den Einreichungen, sondern auch in unserer Jury. Bereits zugesagt haben ihre Teilnahme am Jurytag im Mai und in der Jury, wobei Internationale Experten und wer am Jurytag nicht präsent sein kann als Associate Jury bei der Begutachtung mitwirken:,Ihnen allen möchten insbesondere die Jurypräsidentin Prof. Dr. Andrea Back und das Award Team schon jetzt herzlich danken!,Autor:,
						,Prof. Dr. Andrea Back,Tags:,
							,Mobile Business,, ,Smart-IoT","Mobile Business,, ,Smart-IoT",Prof. Dr. Andrea Back
Sponsored Post,E-LEARNING SO GEFRAGT WIE NOCH NIE,"Sponsored Post. Seitdem Unternehmen vermehrt auf Homeoffice zurückgreifen, hat die Digitalisierung massiv an Fahrt aufgenommen. Während E-Learning früher noch hauptsächlich in den Grosskonzernen dieser Welt als Luxusgut eingesetzt wurde, wird es mittlerweile und gerade durch die Corona-Krise in der Mehrzahl aller Unternehmen – egal welcher Grösse oder Branche – eingesetzt. Tendenz steigend.,Aufgrund von Corona hat ,E-Learning, einen riesigen Aufschwung erlebt. Von heute auf morgen waren die Unternehmen gezwungen umzudenken und den Grossteil ihres geschäftlichen Alltags digital abzubilden. Viele sind immer noch überrascht, welche Vorteile sich dadurch plötzlich bieten.,«In den letzten Monaten ist ganz deutlich geworden, wie unverzichtbar und wertvoll digitale Lösungen für die Unternehmen sind.» Isabelle Ulbrich, von der Swissteach AG, arbeitet seit zehn Jahren im E-Learning Bereich und hat den Wandel der digitalen Schulungen selbst miterlebt. «Die Firmen haben inzwischen realisiert, wie gross die positiven Auswirkungen des Einsatzes von E-Learning im Unternehmen auf den Umsatz sind. Und gerade jetzt wird das alles natürlich noch deutlicher! Die Nachfrage nach unserem LMS Global Teach war noch nie so gross.»,Ausserdem: was liegt in Zeiten einer Pandemie näher, als Reisetätigkeiten und Präsenzschulungen von Mitarbeitern zu umgehen? Dass jeder einzelne mit E-Learning auch noch individuell und höchst effizient für seinen Job geschult wird, ist dabei mehr als nur Nebeneffekt: wer besondere Interessen hat, kann diese weiter vertiefen und fehlendes Wissen an anderer Stelle effizient aufbauen. Das bringt nicht nur Schnelligkeit in der Produktivität, sondern langfristig auch eine Steigerung des Umsatzes.,«Ich finde es wahnsinnig spannend, was aktuell im Bereich digitale Mitarbeiterentwicklung passiert», so Ulbrich. «Global Teach ist seit Jahren bei ,namhaften Unternehmen, ,jeder Grösse erfolgreich im Einsatz. Es wird permanent weiterentwickelt und passt sich immer weiter an aktuelle Bedürfnisse der Firmen an. Ich denke, die hohe Nachfrage zeigt deutlich, wie gewinnbringend E-Learning mittlerweile für jedes einzelne Unternehmen ist und dass die Arbeitgeber nach und nach die unnötige Angst vor einer Implementierung verlieren.» Hierbei eignet sich das LMS Global Teach sowohl für Unternehmen, die schon seit Jahren mit E-Learning arbeiten, als auch für solche, die gerade erst damit starten.,Was die Digitalisierung in den nächsten Monaten und Jahren für die Unternehmen bereithält, bleibt spannend. Eines aber ist klar: der frühere «Trend» E-Learning hat sich zu einem feststehenden Bestandteil der Wirtschaft entwickelt und wird in Zukunft nicht mehr aus den Unternehmen wegzudenken sein.,Sie möchten mehr erfahren, oder sich beraten lassen?,Einfach kurze Mail an: ,sales@swissteach.ch,www.swissteach.com,Autor:,
						,Lena-Marie Paetzmann,Tags:,
							,Digital,, ,Future of Work,, ,Learning Innovations,, ,Linktipps,, ,Sponsored Post","Digital,, ,Future of Work,, ,Learning Innovations,, ,Linktipps,, ,Sponsored Post",Lena-Marie Paetzmann
