Title,Content Preview,Category
Neue EU-Urheberrechtsreform: Ein Filter für das Internet,"
                    ""Der Kampf ist verloren"", titelt das Portal Netzpolitik.org als Reaktion auf den EU-Vorschlag, ein neues Urheberrecht noch vor der EU-Wahl in acht Monaten zu beschließen. Auch international schlägt der Vorschlag hohe Wellen. So bezeichnet der TV-Sender CNBC das neue Urheberrecht als ""Catastrophic"". The Guardian befürchtet, dass das neue EU-Urheberrecht Tech-Giganten wie Google und Facebook dazu zwingt, Milliarden-Zahlungen an Verlage zu zahlen. Das Portal MIT Technology Review fasst die beiden Positionen sehr gut zusammen: ""Viele Künstler sind glücklich, aber Befürworter des freien Internets nicht.""

Aber was genau umfasst die neue EU-Urheberrechtsreform? Zur Diskussion stehen vor allem Artikel 11 und Artikel 13: Artikel 11 sieht vor, dass künftig Nachrichten-Aggregatoren wie Goog...									",Kategorien Archiv: Digital
Changing the Game: Der Aufstieg von Sports Analytics,"
                    Moneyball – erschienen im Jahre 2003, veröffentlicht von Michael Lewis – läutet die neue Ära des Sport Analytics ein. Lewis beschreibt den Einsatz von Datenanalysen, um das Geheimnis des Erfolgs in der Baseballspielerbewertung zu entdecken. Dies war die erste bekannte Anwendung der Priorisierung von Statistiken und Daten, um Personalentscheidungen im Profisport zu treffen. Seit Moneyball hat sich der Markt um die Macht der Daten im Profisport professionalisiert und kommerzialisiert. In den USA hat sich die Erhebung, Analyse und Vermarktung zu einem Geschäftsfeld mit Milliardenumsätzen und zweistelligen Wachstumsraten entwickelt. Kaum ein Verein der fünf grossen US-Sportligen (NBA, MLB, NFL, MLS, NHL) und der führenden europäischen Fussballligen verzichtet heute auf die elektron...									",Kategorien Archiv: Digital
"Google Duplex: Guten Tag, ich möchte einen Tisch für 4 Personen am Mittwochabend reservieren","
                    Auf der diesjährigen Google I/O, der seit 2008 stattfindenden Entwicklerkonferenz von Google, wurden in der letzten Woche wieder einmal zahlreiche neue Trends und Technologien vorgestellt. Herausgestochen ist dabei definitiv erneut Google’s neue Künstliche Intelligenz (KI) mit dem Namen Google Duplex.

Duplex ist ein Modul, das Sprachanrufe ausführen kann. Die KI vereinbart so beispielsweise vollautomatisch Termine beim Friseur oder Reservierungen im Restaurant. Dies tut Duplex so zuverlässig und stilsicher, dass der Gesprächspartner am Ende der Leitung einen echten Menschen vermutet. Kritiker gehen dabei bereits jetzt auf die Barrikaden und kreiden an, dass Google Roboter in Unterhaltungen mit Menschen schickt, ohne dass diese davon erfahren. Die sicherlich resultierende und auch...									",Kategorien Archiv: Digital
IOTA: Das Zahlungssystem im “Internet of Things”,"
                    Krypthowährungen schiessen derzeit aus dem Internet wie Pilze in einem gut befeuchteten Wald. IOTA, das 2016 gegründet wurde, gehört dort eher schon zu den alten Eisen. Aber was genau steckt hinter IOTA und warum ist es sinnvoll, heute noch darüber einen Newsletter-Post zu schreiben? Ist IOTA nicht nur eine weitere Kryptowährung von der man besser die Finger lassen sollte?

IOTA ist einer unter Vielen
Ja, denn genauso wie bei einer Vielzahl von anderen Kryptowährungen, denen der Olymp im Kryptohimmel versprochen wurde, ist der erste Hype um IOTA schon längst abgeklungen. Derzeit beträgt der Coin Price nur noch 1,59€, weit entfernt von seinem Allzeithoch im Dezember vergangenen Jahres von 4,43€. Interessant ist dabei der Umstand, dass IOTA bis August 2017 eine für IOTA eigen...									",Kategorien Archiv: Digital
"eSports Boom: Der Sport, der keiner sein darf","
                    Es ist gar nicht so lange her, damals, als Timo an diesem sonnigen Frühlingstag nach dem Deutschunterricht aus der Schule nach Hause kommt. Wie gewohnt schmeisst er seinen Schulranzen in die Ecke und setzt sich direkt an seinen Schreibtisch. Aber Timo macht nicht wie gewöhnliche Kinder aus der 8. Schulklasse seine Hausaufgaben, er begibt sich direkt an seinen Computer, um mit seinen virtuellen Freunden in seine virtuelle Welt einzusteigen. Aber heute ist alles anders als sonst – Timos Mutter hat seinen Computer beschlagnahmt, sie hält nicht besonders viel von diesem ""eSports Gedöns"".

Haben Sie auch einen kleinen Timo bei sich zu Hause? Heute ist eSports auf dem besten Wege, eine der populärsten Sportarten der Welt zu werden. Erst im November vergangenen Jahres strömten 80.000 be...									",Kategorien Archiv: Digital
Smarte Zigaretten – wie Philip Morris das Internet of Things ad absurdum führt,"
                    Immer mehr Dinge sind heutzutage ""connected"" - Kühlschränke, Autos, Glühbirnen, Fensterläden und Zahnbürsten. Sie lassen sich per Handy fernsteuern oder zeichnen Daten auf, die der Nutzer gemütlich auf dem Smartphone auswerten kann. Dass nun aber auch schon Zigaretten mit dem Internet oder dem Handy verbunden werden können, treibt den Internet of Things Trend auf die Spitze. Für die IQOS Sticktrays von Philip Morris gibt es nun zum Beispiel eine App, die das Nutzungsverhalten aufzeichnen und den Raucher ""beim Wechsel weg von herkömmlichen Zigaretten"" unterstützen sollen. Zudem liefert die App, die sich per Bluetooth mit der E-Zigarette verbindet, Tipps, Kontroll-Infos und Fehlerdiagnosen. So ermöglicht es das Produkt, gleich zwei Süchte miteinander zu verbinden: die Sucht nach ...									",Kategorien Archiv: Digital
Garagisten und die Digitale Transformation,"
                    Über Trends und Geschäftsmodelle in der Mobilitätsindustrie wird viel geschrieben. Nur: Mit der Rolle des Garagisten (Autowerkstätten und Autohäuser) als Teilnehmer des zukünftigen Mobilitäts-Ökosystems beschäftigt sich kaum jemand. Ich habe die Herausforderung angenommen und mich für einen Vortrag am “Tag der Schweizer Garagisten 2018” damit beschäftigt. Einige Gedanken dazu bereits vorab im Interview, das der Auto Gewerbe Verband Schweiz mit mir geführt hat: http://www.agvs-upsa.ch/de/news/der-markt-fuer-mobilitaetsdienstleistungen-wird-sicher-wachsen 

Bildquelle: www.agvs-upsa.ch...									",Kategorien Archiv: Digital
Highlights aus dem Kurzreport „Transformation in der Praxis“,"
                    Die Erkenntnisse aus unserer Digital Maturity & Transformation Studie 2017 zeigen, welche Unterschiede es in der digitalen Transformation zwischen verschiedenen Branchen gibt. Manager stehen allerdings vor ganz konkreten Herausforderungen in der Strategiearbeit im digitalen Zeitalter. In unserem Kurzreport „Transformation in der Praxis“ berichten die Shortlist-Kandidaten und Gewinner des Digital Transformation Award 2017 von den Herausforderungen, aber auch von den erfolgreichen Lösungen und Lehren aus diesem Prozess.

 



Während Verwaltungsunternehmen in der digitalen Transformation eher als Nachzügler eingeschätzt werden, beweist Award-Gewinner Swisstopo mit viel Kreativität das Gegenteil. Der Mut, Dinge auszuprobieren, die in der Branche vielleicht unüblich wa...									",Kategorien Archiv: Digital
Wie Digital Corporate Publishing heute funktioniert,"
                    Konsumenten informieren sich heute über unzählige Kanäle, wohingegen früher vor allem lineare Medien, darunter „Corporate Publishing“ – Informationen aus direkter Hand von Unternehmen präsent waren. Was nun kommt, sind aber Netzwerke aus Akteuren, die meisten digitaler Natur. In heutigen Gesprächen beeinflussen uns unzählige Quellen, wir recherchieren in sozialen Medien, vergleichen auf Portalen und nutzen ab und zu auch noch Gespräche mit Freunden und Bekannten. Gerade in Zeiten von Fake News werden objektive und ehrliche Informationen immer mehr geschätzt. Eine neue GDI-Studie beantwortet Fragen zu Digital Corporate Publishing und wie glaubwürdig digitale Informationen sein können, wenn der Absender eine Firma ist. Die Studie greift dabei auf das Expertenwissen von mehr ...									",Kategorien Archiv: Digital
Und was bedeutet die Digitalisierung für unsere Branche?,"
                    Es gibt kaum jemand, den diese Frage nicht umtreibt. Ab wann und wie stark wird die digitale Transformation das traditionelle Geschäft ablösen? Mit einem Studierendenteam konnten wir schon letztes Jahr ein Zukunftsbild 2025 für die Garagistenbranche zeichnen – digital natürlich. Die interaktive Website ist nach einem Jahr noch genauso aktuell: garagenvision2025.ch, oder was würden Sie daran verändern? Denn die Strategiearbeit an diesem Thema geht weiter.

Bildquelle: https://twitter.com/search?q=%23milaneo									",Kategorien Archiv: Digital
(Nicht) noch ein Sprachassistenten oder „Hallo Magenta!“,"
                    Je länger je mehr zeichnet sich ab, dass Telekom-Anbieter mit dem Smart-Home-Gedanken neue Geschäftspotenziale riechen. In einem Medienbericht hat die Deutsche Telekom angekündigt, bald auch einen eigenen Sprachassistenten, der auf den Namen „Magenta“ hört (Hallo Magenta!), auf den Markt zu bringen. Ich habe mich direkt gefragt: Wieso noch ein weiterer Sprachassistent? Studien zu Plattform-Geschäften zeigen, dass ein Markt jeweils nur für zwei bis max. drei Anbieter Platz bietet (ganz nach dem Motto: The winner takes/eats it all, Schreiber 2016).

Darüber hinaus trübt aber auch ein weiterer Schein den Smart Home Gadget: Während ich immer noch auf die Integration unterschiedlichster Gadgets in einer Plattform, auch in der Schweiz, hoffe, macht nun die Deutsche Telekom vor, w...									",Kategorien Archiv: Digital
Bildungseinrichtungen digital transformiert,"
                    Zum Thema Digitale Transformation sind Vorher-Nachher-Abbildungen sehr beliebt, da sie zeigen, wie die Digitalisierung grundlegende Neugestaltung und Umdenken ermöglicht. Hier ein Beispiel für Bildungseinrichtungen, S. 3, an dem man eindrücklich sieht, dass sich an einigen, als gegeben hingenommenen Organisationsprinzipien doch Paradigmenwechsel vollziehen. Und das Gute daran ist, dass die Digitalisierung Ermöglicherin ist, um pädagogisch-didaktische Ideale viel konsequenter umzusetzen als im klassischen Schulbetrieb.

Bildquelle: Bearbeiteter Screenshot aus Khan Lab School 2016-17 auf issuu.com									",Kategorien Archiv: Digital
Wer die Leitungsfunktion für digitale Transformation inne hat,"
                    Wenn Organisationen die digitale Transformation zu einer strategischen Initiative machen, stellt sich die Frage, wer hier die Leitungsfunktion übernimmt. Eine Studie, die erhebt, wie sich das in der Gesamtheit darstellt, ist der jährliche Report von Altimeter, aktuell diese Ausgabe „The 2017 State of Digital Transformation“. Unter den Highlights auf S. 4 heisst es „Some executives are beginning to own digital transformation efforts, and the Chief Information Officer (CIO) is most often at the helm (28%)“. Vgl. dazu die Abbildung hier im Beitrag (Fig. 2, S. 7 des Reports). Das ist mir gleich aufgefallen, denn im Report vom Vorjahr waren bei dieser Frage die Chief Marketing Officers klar an erster Stelle. Das scheint auch kein Erhebungszufall zu sein, sondern die Beobachtung einer ...									",Kategorien Archiv: Digital
"Die Numerokratie greift um sich – Wirken Rankings, Likes und Sternchen wie selbstverordnete Freiheitsberaubung?","
                    So ein schönes Wort! Der FAZ-Artikel - die Online-Version vom 12. Juli - trägt den Titel „Willkommen in der Numerokratie“. Wer fühlt sich da nicht sofort angesprochen? Wir an der Uni können schon länger zuschauen, welche Wirkung die Bewertung der wissenschaftlichen Leistung mit der „Wahrheitsskala“ von Journal-Rankings auf das Verhalten der Forscher entfaltet. Und wenn es um persönliche Alltagsentscheidungen geht, empfinde ich die Empfehlungs-Marker bei Internetrecherchen nach Restaurants, Hotels, Büchern, etc. oft wie persönlich verordneter Freiheitsberaubung. Selbst entdecken ist ja auch noch eine Option. Bestimmt sind viele froh, dass dieses Unbehagen mal mit einem Buch eines Soziologen deutlich ausgesprochen wird. Die Lektüre des Artikels ist amüsant und macht nachden...									",Kategorien Archiv: Digital
Was lesen Digital Manager? Fachzeitschriften vs. Soziale Medien,"
                    Im Juli 2017 hat die Agentur Frau Wenk in Deutschland 40 Digital-Entscheidungsträger zu ihrem Mediennutzungsverhalten befragt. Dabei kam heraus, dass 55% der Befragten Fach- und Branchenzeitschriften als Hauptinformationsquelle bezeichnen und diese dadurch auch regelmässig lesen. Auf dem zweiten Platz, mit 50% schätzen sie auch persönliche Gespräche. Ca jede(r) vierte nutzt auch die sozialen Medien, dabei unter anderem Linkedin und Twitter zum Informieren.

Was mich dabei aber beeindruckt, ist der Stellenwert des Newsletters! Rund 37% lesen regelmässig Newsletter. Wir haben dies als Motivations- und Ansatzpunkt genommen, unseren Newsletter zu erneuern. Ab diesem Monat bieten wir ein neues User Interface, zusammen mit einer neuen Website für unseren Blog (schön, dass Sie den Weg d...									",Kategorien Archiv: Digital
Webbrowser – Was gibt es neben Google Chrome und Safari sonst noch?,"
                    Kürzlich habe ich einen Artikel “Es muss nicht immer Google Chrome sein” in der NZZ gelesen, in dem der Browser Vivaldi vorgestellt wird. Der Browser ist 2015 gestartet und bietet ein sauberes, einfach zu handhabendes Interface. Spannend klingt vor allem die Notizfunktion und die anpassbare Benutzeroberfläche, die auch lästige GIFs und animierte Bilder entfernen kann.

Nun, es gibt ja noch eine Menge andere Browser, die aber weniger bekannt sind als Google Chrome (rund 60% Marktanteil), Mozilla Firefox (12%) und Safari (3.9%), (Marktanteile der Statistik von Netmarketshare ). Es macht Sinn, einen geeigneten Browser für die eigenen Bedürfnisse zu finden. Brauche ich einen schnellen Browser bei eher langsamer Verbindung? Opera. Mag ich ein sauberes UI? Vivaldi. Möchte ich Werbun...									",Kategorien Archiv: Digital
Arbeitsform „Freelancer“ unter die Lupe genommen,"
                    Wie man fast täglich in den Nachrichten liest, ist der technologische Fortschritt schon heute rasant. Gleichzeitig wird erwartet, dass die Geschwindigkeit des Fortschritts weiter zunimmt – was heisst das schlussendlich für die verschiedenen Arbeitsmodelle? Vor allem bei projektbasierten Aufträgen gibt es schon eine Tendenz hin zu kurzfristigen Anstellungen und Freelancing.

So hat auch KPMG für die Mitarbeitenden eine Plattform „KPMG Marketplace“ lanciert. Per App oder Webpage können Unternehmen Projekte veröffentlichen, auf die sich die Mitarbeitenden von KPMG bewerben können. Die Preise sind transparent und im Voraus bekannt. Ein kürzlich erschienener Artikel in der NZZ zu „Wie Algorithmen die Arbeitswelt aufmischen – Drei Szenarien für das Jahr 2050“ adressiert ...									",Kategorien Archiv: Digital
Überraschungen beim digitalen Reifegrad – Vortrag von Andrea Back,"
                    Am diesjährigen Information Management & Digital Transformation Forum hielt Andrea Back einen Vortrag zu den Ergebnissen der Digital Maturity & Transformation Studie. Besonderes Augenmerk richtete sie auf die Überraschungen, die sich bei den Studienergebnissen ergeben haben:

Entgegen der Vermutung, dass Manager mittlerweile von Assessments zum digitalen Reifegrad überhäuft werden und daher das Interesse an diesem Thema sinkt, nahmen dieses Jahr die Zahl der Teilnahmen noch einmal zu, vor allem auch die der Teilnehmenden aus Geschäfts- und Abteilungsleitung. Eine weitere Überraschung war, dass Industrieunternehmen, die in den vergangenen Jahren die niedrigsten Reifegrade erreicht hatten, in diesem Jahr sowohl bei den Teilnahmezahlen als auch beim Reifegrad die grössten Zuw...									",Kategorien Archiv: Digital
Digital Twin – Was bringt eine virtuelle Vorlage am Beispiel Predictive Maintainance?,"
                    Eigentlich ist das Konzept eines “Digital Twin” gar kein neues: Gemäss Forbes gibt es den sogenannten virtuellen oder digitalen Zwilling schon seit 2002, aber erst durch das Aufstreben des Internet of Things bekam es eine grössere Bedeutung. Ein Digital Twin ist eine virtuelle Vorlage eines Prozesses oder Produktes, welches mit Daten (v.a. von Sensoren) gefüttert wird. So wächst das digitale Abbild mit der Produkt/Prozess-Entstehung mit. Digitale Twins erlauben, viele Szenarien innerhalb kürzester Zeit durchzuspielen, ohne dass teure Prototypen und High Fidelity Wireframes gebaut werden müssen. Das gleiche gilt auch für die Entwicklung oder das Verwerfen von Lösungsstrategien und zum Ausloten von Verbesserungsmöglichkeiten. 
Ein wohl bekanntes Beispiel, wo ein Digital Twin se...									",Kategorien Archiv: Digital
Der Tisch als Zentrum in der Zukunftswohnung,"
                    Ein grosses Learning, wenn man in eine Grossstadt zieht: Der Quadratmeter Wohnung kostet! So werden auch Wohnungen immer kleiner - ein Beispiel wäre hier sicherlich chinesische Grossstädte, in denen sogenannte “Micro Apartments” Alltag sind. Aber wo findet sich in einem so kleinen Apartment noch Platz für eine voll ausgestattete Küche? Wohl nirgends…

So gibt es bereits einzelne Haushaltsgeräte, wie ein Mixer, die wireless (also ohne Kabelverbindung) bedient werden können. Aber nicht nur das, sondern im Zeitalter von Internet of Things, wo Dinge mit dem Internet verbunden werden, bringt auch die neue Beamertechnik von Bosch viele neue Ideen. Wie wäre es zum Beispiel mit einem Tisch, an dem nicht nur gegessen und diskutiert wird, sondern auf dem gekocht und warm gestellt, ge...									",Kategorien Archiv: Digital
"45 Vorschläge, wie ein Garagenbetrieb effizienter wird – Studierende analysieren die «Autowerkstatt der Zukunft»","
                    Von der Terminvereinbarung über die Reparatur des Fahrzeugs bis zum Versand der Rechnung: Werkstattprozesse bei Garagsiten laufen überall in etwa gleich ab. Doch neue Technologien haben das Potenzial, diese Prozesse zu vereinfachen und zu beschleunigen.

Unsere Masterstudierende Fabienne Rudolf, Michèle Odermatt, Pascal Inauen und Sophie Stopp haben sich im Rahmen eines unserer Forschungs-, Praxis-, oder Venture-Projekte (kurz FPV) mit den Prozessen in einer Autowerkstatt und mit digitalen Technologien beschäftigt und konkrete Ideen für eine Autowerkstatt der Zukunft entworfen. Auftraggeber der Studie war der Automobil Gewerbe Verband Schweiz (kurz AGVS). Federführend beim AGVS war der Bereich Branchenvertretung unter der Führung von Markus Aegerter. Die Leitung seitens HSG hatten A...									",Kategorien Archiv: Digital
Digitaltag Schweiz 2019: In unserer Digital-Entrepreneurship-Werkstatt spüren Schülerinnen und Schüler ersten Unternehmergeist,"
                    Technologie, Kreativität und Unternehmertum: Rund 30 Schülerinnen und Schüler erleben den nationalen Digitaltag am 3. September 2019 im Bildungslab Smartfeld im Startfeld Innovationszentrum in St.Gallen.

Mit dem von unserem Doktroanden Arne Grüttner entwickelten Kurs «Digital-Entrepreneurship-Werkstatt» werden die Schülerinnen und Schüler auf die digitalen Herausforderungen von morgen sensibilisiert. Betreut von Joana Racine (Masterandin an der HSG und drei weiteren Studierenden) erleben SuS in unserem Tagesworkshop, was es heisst mit Hilfe der Design-Thinking Methode, einen ersten Prototypen einer Idee zu entwickeln. Die Design Thinking Methode, welche zur Lösung von komplexen Problemen und zur Entwicklung von Innovationen durch viele Unternehmen und Organisationen eingesetzt wi...									",Kategorien Archiv: Digital
Bund und Verbände lancieren Cybersecurity-Schnelltest für KMU,"
                    Laut einer Studie aus dem letzten Jahr sind mehr als ein Drittel der Schweizer KMU von Cyberattacken betroffen. Trotzdem fühlt sich die Mehrheit gut bis sehr gut geschützt und nur vier Prozent der KMU CEOs sehen es als grosse oder sehr grosse Gefahr, durch einen Cyberangriff in der Existenz gefährdet zu werden. Aber wie gut ist Ihr Unternehmen wirklich vor Angriffen aus dem Cyberspace geschützt und darauf vorbereitet?

Eine gemeinsame Initiative der Expertenkommission Bund zur Datenbearbeitung und Datensicherheit, ICTswitzerland und weiteren Verbänden hat jetzt einen neuen Cybersecurity-Schnelltest lanciert, der es gerade auch KMU mit wenig ausgeprägten Kenntnissen bezüglich Informatik und IT-Sicherheit ermöglicht, sich unkompliziert und schnell ins Bild zu setzen.

Wir empfehl...									",Kategorien Archiv: Digital
Safefood.ai – Mit künstlicher Intelligenz zu mehr Lebensmittelsicherheit,"
                    In diesem Newblog berichten wir oft und gerne von neuen Anwendungsfeldern für künstliche Intelligenz. Vor kurzem sind wir dabei auf das Safefood-Projekt von Bühler gestossen. Dabei handelt es sich um ein Big-Data-Projekt, das die Lebensmittelsicherheit durch Frühwarnungen aus Daten verbessert. Safefood.ai durchsucht mit Hilfe von Text-Analytics-Software und künstlicher Intelligenz tausende öffentliche Datenbanken, Webseiten, Newsartikel und soziale Medienkanäle nach Anlässen und Äusserungen zur Lebensmittelsicherheit. Das System identifiziert dabei beeinträchtigte Lebens- und Futtermittelprodukte und liefert massgeschneiderte Frühwarnungen an lebensmittelverarbeitende Betriebe. Anhand der Informationen können diese dann entsprechend reagieren und die Risiken minimieren. Nach An...									",Kategorien Archiv: Digital
Verhältnis Digitalisierung in Deutschland vs. USA – wo sind die Unterschiede?,"
                    Etventure hat kürzlich eine Studie zum Thema „Digitale Transformation und Zusammenarbeit mit Startups in Großunternehmen in Deutschland und den USA“ zusammen mit YouGov und der GfK durchgeführt. Hierzu wurden rund 300 Entscheider in Unternehmen mit mehr als 250 Millionen Dollar Jahresumsatz befragt. Das Resultat ist relativ ernüchternd: Während in den USA mehr als 85% sich mindestens “gut” auf die digitale Transformation vorbereitet fühlen, sind es in Deutschland nur rund 35%.

Es gelingt den hiesigen Unternehmen meist noch nicht, dieses Wissen auf die gesamte Kernorganisation zu übertragen und die Mitarbeitenden für die Digitalisierung zu motivieren. Mit Blick auf den Rückstand auf die USA bei der Entwicklung digitaler Geschäftsmodelle ist dies ein gefährlicher Zu...									",Kategorien Archiv: Digital
Maschinelles Lernen bei den Zooglern im neuen Office,"
                    Die Zoogler (Zürcher Google Mitarbeitende) sind Mitte Januar in ihr neues Büro in der ehemaligen Sihlpost gezogen - bis 2021 sollen es 500 Zoogler sein. Spannend ist, dass Google als amerikanischer Riese doch sehr local ist, also sozusagen glocal. Seit neustem bildet Google in Zürich auch Lehrlinge aus - sehr fortschrittlich für ein Unternehmen, das das duale Bildungssystem eigentlich nicht von Grund auf kennt. Google in Zürich will weiter wachsen und so auch die Funktionen, die wir täglich nutzen. Maschinelles Lernen steht im Fokus, einer der Flagschiff-Technologien, an der von einem Forscherteam im Zürcher Office getüftelt wird.

 

Maschinelles Lernen hilft uns nicht nur, einfacher Bilder auf Google Photos zu finden: Es erkennt Personen und man kann nach allerlei Su...									",Kategorien Archiv: Digital
Drohnen im Zirkus Cirque du Soleil – Wie verändert die Technologie die Zirkusaufführung?,"
                    Man kennt den Cirque du Soleil für seine aussergewöhnlichen Vorführungen - extravagant, bezaubernd, ein ""wow"". In diesem Video ""Sparked"" haben sie zusammen mit der ETH und Verity Studios kooperiert. Herausgekommen ist ein wundervolles Video, das zeigt, wie neue Technologien bei Aufführungen im Zirkus eingesetzt werden können - es verbindet Poesie mit Unterhaltung durch neuste Technologien.

 

Hinter den tanzenden Lampenschirmen stecken Quadrocopters, mit welchen die ETH schon seit längerem als Untersuchungsobjekt forscht. In der sogenannten ""Flying Machine Area"" testen die Forscher an der ETH die Drohnen und Quadrocopter für unterschiedlichste Einsätze. Dabei sind Genauigkeit und der passende Moment massgebend. Auf was die Forscher und Künstler gleichermassen achten m...									",Kategorien Archiv: Digital
Neues Projekt mit Smartfeld: filMINT für Kinder und Jugendliche,"
                    Nach der am WEF 2020 vorgestellten OECD Studie «Dream Jobs» sehen Jugendliche ihre Zukunft überwiegend in traditionellen Berufen. Hinsichtlich zukunftsträchtiger und von der Digitalisierung geprägten Berufe müssen Berufsbilder also bekannter werden, um auch die Berufswünsche vermehrt zukunftsorientiert auszurichten.

Aus diesem Grund erarbeiten wir in Zusammenarbeit mit Smartfeld, dem Bildungslab des Innovationsnetzwerkes Startfeld, ein Workshop-Konzept für Schülerinnen und Schüler (SuS), um den emotionalen Zugang zu unbekannten, digitalen Berufen im MINT-Bereich zu ermöglichen. In diesem Lernerlebnis werden SuS deshalb - in einem möglichst authentischen Berufsumfeld - solche Personen mit ihren Projekten und Tätigkeiten in kurzen Videodokumentationen porträtieren. Diese Video...									",Kategorien Archiv: Digital
“Business-Thinking”-Fokus im Master-Kurs,"
                    In diesem Jahr haben wir unseren Kurs «8,010: Smart IoT & Mobile Business Solutions mit Design und Business Thinking umsetzen» für unsere Masterstudierenden im Master of Business Innovation (MBI) um das «Business Thinking» erweitert. Mit unserer HSG-BWL-Stärke und dem MBI-Fokus auf das Thema Geschäftsmodellinnovation freuen wir uns über diese passende Erweiterung. Studierende können sich somit in unserem Kurs zwei wesentliche Kompetenzen aneignen. Erstens lernen Sie prototypisch neue Produkte und/oder Dienstleistungen zu innovieren und zweitens die dahinterstehenden Geschäftsmodelle mit Fokus auf die Einnahmequellen und passenden Go-to-Market-Strategien zu entwickeln. Ausserdem haben wir die Vorlesung didaktisch neu aufbereitet, was das Lernerlebnis von Studierenden besonders...									",Kategorien Archiv: Digital
Motivation für die Online-Lehre: das preisgekrönte Video von Maryam Tsegaye,"
                    Mit dem untenstehenden Lernvideo ist Maryam Tseggaye für uns alle zu einem Vorbild geworden. In ihrem kurzen Video zeigt sie, was für ein mächtiges Lehrmedium das Video sein kann, wenn es richtig eingesetzt wird. Obwohl es für Schüler “nur” online zu sehen ist, zeigt sie viele der pädagogischen Möglichkeiten von Videos - vielfältig, sehr gut greifbar und sehr unterhaltsam.

Der Blog “Media & Learning” hat 12 Gründe veröffentlicht, warum wir uns alle ein Beispiel an diesem Video nehmen können: https://media-and-learning.eu/type/featured-articles/why-maryam-tsegayes-prizewinning-video-is-so-important-for-online-learning/ .

Viel Spass beim Schauen des Videos – wir sind schon jetzt inspiriert das nächste Semester noch wertvoller für die Studierenden und uns zu gest...									",Kategorien Archiv: Digital
Global Learning Landscape 2021,"
                    In einem Blog-Beitrag von Holon IQ (2021) haben wir von einer sehr anschaulichen und innovativen Taxonomy der Zukunfts des Lernens erfahren. Auf Basis von 10 Kategorien (z.B. Knowledge & Content, Education Management, Learning Support) wurde ein Periodensystem-ähnliches Model erstellt, welches sämtliche digitale Hilfsmittel und Ressourcen für die Zukunft des Lernens zusammenfasst. Drückt man beispielsweise auf das Kästchen “Teacher” (TR, Kategorie “Learning Support”), gelangt man zu einer Auflistung diverser ditaler Hilfsmittel für Lehrer/innen und Lehrende oder in der jetzigen Situation: für Eltern im Lock-Down fürs Home-Schooling. Die Seite bietet einfach zu findende, kuratierte und kontextualisierte Inhalte für den Unterricht - und spart so Hunderte von Stunden für...									",Kategorien Archiv: Digital
Vision Videos – ein Medium für eine geteilte Projektvision in studentischen Teams oder im Unternehmen,"
                    Die Basis einer erfolgreichen Zusammenarbeit in projektbasierten Teams ist die Formulierung und Verständigung über eine geteilte Projektvision.  Die Formulierung einer solchen geteilten Projektversion kommt aus dem Requirements Engineering (RE), wo es vor allem darum geht ein gemeinsames Verständnis für ein zu entwickelndes System zu bekommen, sodass das Entwicklungsteam in der Lage ist eine Lösung zu entwickeln, die die Interessensvertretung (z.B. Nutzer, Designer, Projektleiter etc.) für Gut empfindet. Klassischerweise wurden die geteilten Visionen aller Interessensgruppen, die am zu bauenden System beteiligt sind, schriftlich festgehalten und auch in Textform weiterverarbeitet.

Ein vielversprechenderes Medium für die Visualisierung und Kommunikation eines gemeinsamen Verständ...									",Kategorien Archiv: Digital
Online-Veranstaltung am 22./23. Feb:  «Willkommen in den Zwanzigern – gewinnen und scheitern mit digitaler Bildung»,"
                    Gerne möchten wir Sie auf eine spannende Online-Veranstaltung am 22. und 23. Februar 2021 hinweisen: Das Transfernetzwerk vierpunkteins richtet seine zweite Lernstatt mit dem Titel “Willkommen in den Zwanzigern – gewinnen und scheitern mit digitaler Bildung” aus.

Innerhalb von zwei Tagen werden interessante Keynotes und Workshops stattfinden, die sich mit den aktuellen Themen der digitalen Aus- und Weiterbildung beschäftigen. Und das beste? Die Veranstaltung ist komplett kostenlos. HIER können Sie sich direkt anmelden.

Prof. Dr. Andrea Back wird auch an der Veranstaltung teilnehmen und ist besonders an folgenden zwei Programmpunkten interessiert:

 	Keynote von Wolfgang Reichelt (Dekra Media): „Handlungsorientierte Aus- und Weiterbildung mit neuen Medien – Status Quo und Zuk...									",Kategorien Archiv: Digital
Methoden zur effektiveren Gestaltung von E-Postern,"
                    Auf akademischen Konferenzen wird das Thema E-Poster immer relevanter, denn es ist gar nicht mehr so unüblich, dass Forschende ihre Vorhaben in sogenannten ""Poster-Sessions"" präsentieren. Wir finden es eine recht innovative Möglichkeit in einer begrenzten Zeit Forschungsvorhaben anschaulich rüberzubringen. Besonders in der jetzigen Home-Office Zeit, können E-Poster eine erfrischende Abwechslung zu den langatmigen Power-Point-Präsentationen via Videokonferenzen darstellen.

Folgendes Video hat sehr konkrete Tipps, sowohl inhaltlich als auch optisch, für die bessere Gestaltung von Forschungspostern zusammengefasst:

[embed]https://www.youtube.com/watch?v=AwMFhyH7_5g[/embed]

Wir, am Lehrstuhl, benutzen sehr gerne das Tool CANVA zur Gestaltung von visuellen Hilfsmitteln. Die Benutzung ...									",Kategorien Archiv: Digital
